Index	Season	Lv	NeedEXP	FreeReward	FreeNum	RewardType	PayReward	PayRewardType	PayNum	StageReward	GrandReward	BuyLevel	FreeShowType	PayShowType	FreeActor	FreeActorSkillName	PayActor	PayActorSkillName	FreeSpecialReward	PaySpecialReward	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24
1149	6	149	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1150	6	150	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1151	6	151	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1152	6	152	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1153	6	153	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1154	6	154	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1155	6	155	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1156	6	156	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1157	6	157	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1158	6	158	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1159	6	159	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1160	6	160	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1161	6	161	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1162	6	162	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1163	6	163	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1164	6	164	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1165	6	165	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1166	6	166	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1167	6	167	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1168	6	168	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1169	6	169	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1170	6	170	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1171	6	171	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1172	6	172	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1173	6	173	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1174	6	174	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1175	6	175	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1176	6	176	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1177	6	177	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1178	6	178	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1179	6	179	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1180	6	180	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1181	6	181	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1182	6	182	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1183	6	183	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1184	6	184	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1185	6	185	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1186	6	186	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1187	6	187	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1188	6	188	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1189	6	189	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1190	6	190	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1191	6	191	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1192	6	192	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1193	6	193	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1194	6	194	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1195	6	195	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1196	6	196	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1197	6	197	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1198	6	198	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1199	6	199	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1200	6	200	1000	#	0	1	60102	1	20	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	20.0
1201	7	1	1000	60102	10	1	7005	1	1	1	0	20	1	2	#	#	#	#	0	1	号角	10.0	火焰刀光	1.0
1202	7	2	1000	60212	1	1	60217	1	1	0	2	20	1	1	#	#	#	#	0	0	经验翻倍6h	1.0	快速复活24h	1.0
1203	7	3	1000	60102	10	1	60305	1	1	0	2	20	1	1	#	#	#	#	0	0	号角	10.0	暴击Ⅰ	1.0
1204	7	4	1000	60101	10	1	60101	1	15	0	1	20	1	1	#	#	#	#	0	0	钥匙	10.0	钥匙	15.0
1205	7	5	1000	60102	10	1	60102	1	50	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	号角	50.0
1206	7	6	1000	60202	1	1	60213	1	1	0	1	20	1	1	#	#	#	#	0	0	生命值强化2h	1.0	道具特权24h	1.0
1207	7	7	1000	60102	10	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	号角	10.0
1208	7	8	1000	60103	1	1	60103	1	1	0	0	20	1	1	#	#	#	#	0	0	黄金宝箱	1.0	黄金宝箱	1.0
1209	7	9	1000	60101	10	1	60101	1	15	0	0	20	1	1	#	#	#	#	0	0	钥匙	10.0	钥匙	15.0
1210	7	10	1000	10020	1	1	60356	1	1	1	1	20	1	1	#	#	#	#	1	1	充能战刃	1.0	保护Ⅲ	1.0
1211	7	11	1000	60101	15	1	60101	1	20	0	2	20	1	1	#	#	#	#	0	0	钥匙	15.0	钥匙	20.0
1212	7	12	1000	60206	1	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	经验翻倍2h	1.0	号角	10.0
1213	7	13	1000	60102	10	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	黄金宝箱	2.0
1214	7	14	1000	60101	15	1	60101	1	20	0	0	20	1	1	#	#	#	#	0	0	钥匙	15.0	钥匙	20.0
1215	7	15	1000	60102	10	1	60317	1	1	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	铁锭Ⅰ	1.0
1216	7	16	1000	60101	15	1	60101	1	20	0	2	20	1	1	#	#	#	#	0	0	钥匙	15.0	钥匙	20.0
1217	7	17	1000	60205	1	1	60305	1	1	0	0	20	1	1	#	#	#	#	0	0	快速复活2h	1.0	暴击Ⅰ	1.0
1218	7	18	1000	60102	10	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	号角	10.0
1219	7	19	1000	60103	1	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	黄金宝箱	1.0	黄金宝箱	2.0
1220	7	20	1000	60102	10	1	60311	1	1	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	成长Ⅰ	1.0
1221	7	21	1000	60102	10	1	60305	1	1	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	暴击Ⅰ	1.0
1222	7	22	1000	60206	1	1	60214	1	1	0	0	20	1	1	#	#	#	#	0	0	经验翻倍2h	1.0	生命值强化24h	1.0
1223	7	23	1000	60102	10	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	黄金宝箱	2.0
1224	7	24	1000	60101	15	1	60101	1	20	0	0	20	1	1	#	#	#	#	0	0	钥匙	15.0	钥匙	20.0
1225	7	25	1000	6015	1	1	3022	1	1	1	0	20	2	3	#	#	g1008_pet_22.actor	taunt	1	1	红外箭	1.0	人鱼公主	1.0
1226	7	26	1000	60101	15	1	60101	1	20	0	1	20	1	1	#	#	#	#	0	0	钥匙	15.0	钥匙	20.0
1227	7	27	1000	60201	1	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	道具特权2h	1.0	号角	10.0
1228	7	28	1000	60102	10	1	60319	1	1	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	铁墓Ⅰ	1.0
1229	7	29	1000	60103	1	1	60103	1	1	0	0	20	1	1	#	#	#	#	0	0	黄金宝箱	1.0	黄金宝箱	1.0
1230	7	30	1000	60103	20	1	60104	1	2	1	0	20	1	1	#	#	#	#	0	1	黄金宝箱	20.0	钻石宝箱	2.0
1231	7	31	1000	#	0	1	60101	1	25	0	2	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
1232	7	32	1000	60101	20	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	号角	10.0
1233	7	33	1000	#	0	1	60207	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	道具特权6h	1.0
1234	7	34	1000	60101	20	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	钥匙	25.0
1235	7	35	1000	60102	10	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	号角	10.0
1236	7	36	1000	#	0	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
1237	7	37	1000	60202	1	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	生命值强化2h	1.0	黄金宝箱	2.0
1238	7	38	1000	#	0	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
1239	7	39	1000	60101	20	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	钥匙	25.0
1240	7	40	1000	60218	1	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	经验翻倍24h	1.0	号角	10.0
1241	7	41	1000	#	0	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
1242	7	42	1000	60101	20	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	号角	10.0
1243	7	43	1000	#	0	1	60211	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	快速复活6h	1.0
1244	7	44	1000	60103	1	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	黄金宝箱	1.0	黄金宝箱	2.0
1245	7	45	1000	60104	2	1	60356	1	1	1	0	20	1	1	#	#	#	#	1	1	钻石宝箱	2.0	保护Ⅲ	1.0
1246	7	46	1000	#	0	1	60101	1	25	0	1	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
1247	7	47	1000	60205	1	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	快速复活2h	1.0	黄金宝箱	2.0
1248	7	48	1000	#	0	1	60319	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	铁墓Ⅰ	1.0
1249	7	49	1000	60101	20	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	钥匙	25.0
1250	7	50	1000	60102	10	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	10.0	号角	10.0
1251	7	51	1000	#	0	1	60101	1	25	0	2	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
1252	7	52	1000	60101	20	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	钥匙	20.0	钥匙	25.0
1253	7	53	1000	#	0	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	10.0
1254	7	54	1000	60201	1	1	60218	1	1	0	0	20	1	1	#	#	#	#	0	0	道具特权2h	1.0	经验翻倍24h	1.0
1255	7	55	1000	60102	20	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	20.0	号角	10.0
1256	7	56	1000	#	0	1	60101	1	25	0	2	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
1257	7	57	1000	60102	20	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	号角	20.0	号角	10.0
1258	7	58	1000	#	0	1	60101	1	25	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	25.0
1259	7	59	1000	60103	1	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	黄金宝箱	1.0	黄金宝箱	2.0
1260	7	60	1000	2003	1	1	5005	1	1	1	0	20	2	1	#	#	#	#	1	1	樱花拖尾	1.0	托马斯回旋	1.0
1261	7	61	1000	#	0	1	60311	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	成长Ⅰ	1.0
1262	7	62	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
1263	7	63	1000	#	0	1	60319	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	铁墓Ⅰ	1.0
1264	7	64	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
1265	7	65	1000	#	0	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	10.0
1266	7	66	1000	#	0	1	60101	1	10	0	2	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
1267	7	67	1000	#	0	1	60208	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	生命值强化6h	1.0
1268	7	68	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
1269	7	69	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
1270	7	70	1000	#	0	1	60356	1	1	1	0	20	1	1	#	#	#	#	0	1	0	0.0	保护Ⅲ	1.0
1271	7	71	1000	#	0	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	10.0
1272	7	72	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
1273	7	73	1000	#	0	1	60103	1	2	0	0	20	1	1	#	#	#	#	0	0	0	0.0	黄金宝箱	2.0
1274	7	74	1000	#	0	1	60317	1	1	0	0	20	1	1	#	#	#	#	0	0	0	0.0	铁锭Ⅰ	1.0
1275	7	75	1000	#	0	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	10.0
1276	7	76	1000	#	0	1	60102	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	10.0
1277	7	77	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
1278	7	78	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
1279	7	79	1000	#	0	1	60101	1	10	0	0	20	1	1	#	#	#	#	0	0	0	0.0	钥匙	10.0
1280	7	80	1000	#	0	1	2014	1	1	1	0	20	1	2	#	#	#	#	0	1	0	0.0	筋斗云拖尾	1.0
1281	7	81	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1282	7	82	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1283	7	83	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1284	7	84	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1285	7	85	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1286	7	86	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1287	7	87	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1288	7	88	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1289	7	89	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1290	7	90	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1291	7	91	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1292	7	92	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1293	7	93	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1294	7	94	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1295	7	95	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1296	7	96	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1297	7	97	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1298	7	98	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1299	7	99	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1300	7	100	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1301	7	101	1000	#	0	1	60102	1	5	0	2	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1302	7	102	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1303	7	103	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1304	7	104	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1305	7	105	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1306	7	106	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1307	7	107	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1308	7	108	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1309	7	109	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1310	7	110	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1311	7	111	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1312	7	112	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1313	7	113	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1314	7	114	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1315	7	115	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1316	7	116	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1317	7	117	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1318	7	118	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1319	7	119	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1320	7	120	1000	#	0	1	60102	1	20	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	20.0
1321	7	121	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1322	7	122	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1323	7	123	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1324	7	124	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1325	7	125	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1326	7	126	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1327	7	127	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1328	7	128	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1329	7	129	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1330	7	130	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1331	7	131	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1332	7	132	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1333	7	133	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1334	7	134	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1335	7	135	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1336	7	136	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1337	7	137	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1338	7	138	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1339	7	139	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1340	7	140	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1341	7	141	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1342	7	142	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1343	7	143	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1344	7	144	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1345	7	145	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1346	7	146	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1347	7	147	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1348	7	148	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1349	7	149	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1350	7	150	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1351	7	151	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1352	7	152	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1353	7	153	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1354	7	154	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1355	7	155	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1356	7	156	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1357	7	157	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1358	7	158	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1359	7	159	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1360	7	160	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1361	7	161	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1362	7	162	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1363	7	163	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1364	7	164	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1365	7	165	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1366	7	166	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1367	7	167	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1368	7	168	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1369	7	169	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1370	7	170	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1371	7	171	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1372	7	172	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1373	7	173	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1374	7	174	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1375	7	175	1000	#	0	1	60102	1	10	1	0	20	1	1	#	#	#	#	0	1	0	0.0	号角	10.0
1376	7	176	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1377	7	177	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
1378	7	178	1000	#	0	1	60102	1	5	0	0	20	1	1	#	#	#	#	0	0	0	0.0	号角	5.0
